ISBN,Main Title,Sub Title,Author,Publisher,Book Cover,Designation,Subject Area,Publication Year,Language,CODE ID,Quantity
9781593279509,Eloquent JavaScript,A Modern Introduction to Programming, Marijn Haverbeke,No Starch Press,https://m.media-amazon.com/images/I/91ahAhFS-LL._AC_UY436_FMwebp_QL65_.jpg,SE,JavaScript,2019,en,SE01,1
9781449331818,Learning JavaScript Design Patterns,A JavaScript and jQuery Developer's Guide,Addy Osmani,"O'Reilly Media, Inc.",http://books.google.com/books/content?id=L46fX62D5qYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Web Programming,2012,en,SE02,1
9780735619654,Object Thinking,,David West,Microsoft Press,http://books.google.com/books/content?id=6JVCAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Software Engineering,2004,en,SE03,1
9780321503626,Growing Object-Oriented Software,Guided by Tests,"Steve Freeman, Nat Pryce",Pearson Education,http://books.google.com/books/content?id=QJA3dM8Uix0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Software Engineering,2010,en,SE04,1
9780134456478,Practical Object-Oriented Design,An Agile Primer Using Ruby,Sandi Metz,Addison-Wesley,https://m.media-amazon.com/images/I/61qpmhZRxGL._AC_UY436_FMwebp_QL65_.jpg,SE,Programming/Object-Oriented,2019,en,SE05,1
9781593272838,Learn You a Haskell for Great Good!,A Beginner's Guide,Miran Lipovaca,No Starch Press,http://books.google.com/books/content?id=QesxXj_ecD0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Programming Languages,2011,en,SE06,1
9780596514983,Real World Haskell,Code You Can Believe In,"Bryan O'Sullivan, John Goerzen, Donald Bruce Stewart","O'Reilly Media, Inc.",http://books.google.com/books/content?id=nh0okI1a1sQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Programming Languages,2009,en,SE07,1
9781449335946,Parallel and Concurrent Programming in Haskell,Techniques for Multicore and Multithreaded Programming,Simon Marlow,"O'Reilly Media, Inc.",http://books.google.com/books/content?id=wSkRAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Programming Languages,2013,en,SE08,1
9781849511261,Python 3 Object Oriented Programming,Harness the power of Python 3 objects,Dusty Phillips,Packt Publishing Ltd,http://books.google.com/books/content?id=mAy_CffZSDgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Programming Languages,2010,en,SE09,1
9781491957660,Python for Data Analysis,"Data Wrangling with Pandas, NumPy, and IPython",Wes McKinney,"O'Reilly Media, Inc.",http://books.google.com/books/content?id=UiM3DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Programming Languages,2018,en,SE10,1
9781491901427,Data Science from Scratch,First Principles with Python,Joel Grus,"O'Reilly Media, Inc.",http://books.google.com/books/content?id=JYodCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Data in the Enterprise,2015,en,SE11,1
9781783555130,Python Machine Learning,Unlock deeper insights into machine learning with this vital guide to cutting-edge predicitive analytics,Sebastian Raschka,Packt Publishing Ltd,https://m.media-amazon.com/images/I/51MWlrcCY-L._AC_UL872_FMwebp_QL65_.jpg,SE,Programming Languages,2016,en,SE12,1
9781491962299,Hands-On Machine Learning with Scikit-Learn and TensorFlow,"Concepts, Tools, and Techniques to Build Intelligent Systems",Aurélien Géron,"O'Reilly Media, Inc.",http://books.google.com/books/content?id=bRpYDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Programming Languages,2017,en,SE13,1
9781848900660,The Lambda Calculus - Its Syntax and Semantics,,Henk Barendregt,College Publications,http://books.google.com/books/content?id=b8jsMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,SE,Logic,2012,en,SE14,1
9781449365516,Functional Thinking,Paradigm Over Syntax,Neal Ford,"O'Reilly Media, Inc.",http://books.google.com/books/content?id=nObtAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Design Pattern Programming,2014,en,SE15,1
9780596809485,97 Things Every Programmer Should Know,Collective Wisdom from the Experts,Kevlin Henney,"O'Reilly Media, Inc.",http://books.google.com/books/content?id=sS7aPtrUuw4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Programming,2010,en,SE16,2
9781447166382,Writing for Computer Science,,Justin Zobel,Springer Science & Business Media,"https://images-na.ssl-images-amazon.com/images/I/41xyrFw0ZZL._SX331_BO1,204,203,200_.jpg",SE,Writing,2014,en,SE17,1
9781449361327,Data Science for Business,What you need to know about data mining and data-analytic thinking,Foster Provost,"O'Reilly Media, Inc.",https://m.media-amazon.com/images/I/71ME9bXPKQL._AC_UY436_FMwebp_QL65_.jpg,SE,Data Science,2013,en,SE18,1
9780321884497,Database Design for Mere Mortals,A Hands-On Guide to Relational Database Design,Michael J. Hernandez,Addison-Wesley,http://books.google.com/books/content?id=MVApxsrcHiAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Databases,2013,en,SE19,1
9780321992475,SQL Queries for Mere Mortals,A Hands-On Guide to Data Manipulation in SQL,"John L. Viescas, Michael J. Hernandez",Addison-Wesley Professional,http://books.google.com/books/content?id=EtrHAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Databases,2014,en,SE20,1
9780596520830,Learning SQL,Master SQL Fundamentals,Alan Beaulieu,"O'Reilly Media, Inc.",http://books.google.com/books/content?id=1PgCCVryjOQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Databases,2009,en,SE21,1
9781934356555,SQL Antipatterns,Avoiding the Pitfalls of Database Programming,Bill Karwin,Pragmatic Bookshelf,http://books.google.com/books/content?id=Ghr4RAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,SE,Databases,2010,en,SE22,1
9781621140306,Data Access for Highly-Scalable Solutions,"Using SQL, NoSQL, and Polyglot Persistence","Douglas McMurtry, Andrew Oakley, John Sharp, Mani Subramanian, Hanzhong Zhang",Microsoft patterns & practices,https://m.media-amazon.com/images/I/51Jd9evk8EL._AC_UL872_FMwebp_QL65_.jpg,SE,Databases,2013,en,SE23,1
9781617290855,Redis in Action,,Josiah L. Carlson,Manning Publications Company,https://m.media-amazon.com/images/I/41Hdh0BzKsL._AC_UY436_FMwebp_QL65_.jpg,SE,Key Value DB,2013,en,SE24,1
9781617290343,Big Data,Principles and Best Practices of Scalable Realtime Data Systems,"Nathan Marz, James Warren",Manning Publications Company,http://books.google.com/books/content?id=HW-kMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,SE,Databases,2015,en,SE25,1
9781491901632,Hadoop: The Definitive Guide,,Tom White,"O'Reilly Media, Inc.",http://books.google.com/books/content?id=drbI_aro20oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Databases,2015,en,SE26,1
9781449358624,Learning Spark,Lightning-Fast Big Data Analysis,"Holden Karau, Andy Konwinski, Patrick Wendell, Matei Zaharia","O'Reilly Media, Inc.",http://books.google.com/books/content?id=tOptBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Programming Languages,2015,en,SE27,1
9781491972953,Advanced Analytics with Spark,Patterns for Learning from Data at Scale,"Sandy Ryza, Uri Laserson, Sean Owen, Josh Wills","O'Reilly Media, Inc.",http://books.google.com/books/content?id=uJonDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Programming Languages,2017,en,SE28,1
9781292024479,Database Systems,The Complete Book,"Hector Garcia-Molina, Jeffrey D Ullman, Jennifer Widom",Pearson Higher Ed,http://books.google.com/books/content?id=3LipBwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,SE,Databases,2014,en,SE29,1
9783110443752,Datenbanksysteme,Eine Einführung,"Alfons Kemper, Andre Eickler",De Gruyter,"https://images-na.ssl-images-amazon.com/images/I/51cbxoHJirL._SX346_BO1,204,203,200_.jpg",SE,Databases,2015,de,SE30,1
9781630812515,The Technical Foundations of IoT,,"Boris Adryan, Dominik Obermaier, Paul Fremantle",Artech House,http://books.google.com/books/content?id=6YQ0DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Telecommunications,2017,en,SE31,1
9780692739006,The Amazon Way on IoT,10 Principles for Every Leader from the World's Leading Internet of Things Strategies,John Rossman,Clyde Hill Publishing,http://books.google.com/books/content?id=SUJ_DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,E-commerce,2016,en,SE32,1
9781491924839,Enterprise IoT,Strategies and Best Practices for Connected Products and Services,"Dirk Slama, Frank Puhlmann, Jim Morrish, Rishi M Bhatnagar","O'Reilly Media, Inc.",http://books.google.com/books/content?id=iqDUCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Telecommunications,2016,en,SE33,1
9781484213780,Raspberry Pi IoT Projects,Prototyping Experiments for Makers,John C. Shovic,Apress,http://books.google.com/books/content?id=g5vVDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Hardware,2016,en,SE34,1
9781974590124,IoT Hackers Handbook,An Ultimate Guide to Hacking the Internet of Things and Learning IoT Security,ADITYA. GUPTA,Attify Inc,https://m.media-amazon.com/images/I/51qp4vdf6-L._AC_UL872_FMwebp_QL65_.jpg,SE,Educational Research,2017,en,SE35,1
9780262035613,Deep Learning (Adaptive Computation and Machine Learning),,Ian Goodfellow,MIT Press,https://m.media-amazon.com/images/I/61AWo6sS+-L._AC_UY436_FMwebp_QL65_.jpg,SE,Machine Learning,2016,en,SE36,1
9780262529518,Machine Learning,The New AI,Ethem Alpaydin,MIT Press,http://books.google.com/books/content?id=AGQ4DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Artificial Intelligence,2016,en,SE37,1
9781617291920,Real-World Machine Learning,,Hendrick Brink,Manning Publications Company,https://m.media-amazon.com/images/I/714FvHOdgVL._AC_UY436_FMwebp_QL65_.jpg,SE,Machine Learning,2017,en,SE38,1
9783836243667,Skalierbare Container-Infrastrukturen,Das Handbuch für Administratoren und DevOps-Teams,Oliver Liebel,Rheinwerk Computing,"https://images-na.ssl-images-amazon.com/images/I/61cJs33whRL._SX446_BO1,204,203,200_.jpg",SE,HA,2017,de,SE39,1
9781491979686,Kubernetes Cookbook,Building Cloud Native Applications,Sébastien Goasguen,"O'Reilly Media, Inc.",https://m.media-amazon.com/images/I/81poxPxj+GL._AC_UY436_FMwebp_QL65_.jpg,SE,DevOps,2018,en,SE40,1
9781787280243,Mastering Docker,Master this widely used containerization tool,"Russ McKendrick, Scott Gallagher",Packt Publishing Ltd,https://m.media-amazon.com/images/I/71qZi7-PpwL._AC_UL640_FMwebp_QL65_.jpg,SE,Design and Architecture,2017,en,SE41,1
9781787122123,Docker Orchestration,"A concise, fast-paced guide to orchestrating and deploying scalable services with Docker",Randall Smith,Packt Publishing Ltd,http://books.google.com/books/content?id=4U8oDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Design and Architecture,2017,en,SE42,1
9781787125230,Continuous Delivery with Docker and Jenkins,Delivering software at scale,Rafal Leszko,Packt Publishing Ltd,http://books.google.com/books/content?id=RpZGDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Parallel Processing Computers,2017,en,SE43,1
9781491917572,Docker: Up & Running,Shipping Reliable Containers in Production,"Sean P. Kane, Karl Matthias",O'Reilly Media,http://books.google.com/books/content?id=GVJtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Parallel Processing Computers,2015,en,SE44,1
9780134610610,Swift Programming,The Big Nerd Ranch Guide,"Matthew Mathias, John Gallagher",Big Nerd Ranch,http://books.google.com/books/content?id=fhiMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Programming Languages,2016,en,SE45,1
9780134682334,iOS Programming,The Big Nerd Ranch Guide,"Aaron Hillegass, Joe Conway",Big Nerd Ranch,http://books.google.com/books/content?id=gj7tjxGztGwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Programming Languages,2016,en,SE46,1
9780134706054,Android Programming,The Big Nerd Ranch Guide,"Bill Phillips, Chris Stewart, Kristin Marsicano",Big Nerd Ranch,http://books.google.com/books/content?id=GjZKCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Programming Languages,2017,en,SE47,1
9781449374433,Android Cookbook,Problems and Solutions for Android Developers,Ian F. Darwin,"O'Reilly Media, Inc.",http://books.google.com/books/content?id=AdPTDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Programming Languages,2017,en,SE48,1
9780134494166,Clean Architecture,A Craftsman's Guide to Software Structure and Design,Robert C. Martin,Prentice Hall,http://books.google.com/books/content?id=uGE1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Software Engineering,2018,en,SE49,1
201633612,Design Patterns,Elements of Reusable Object-Oriented Software,"Erich Gamma, Richard Helm, Ralph Johnson, John Vlissides",Pearson Education,http://books.google.com/books/content?id=6oHuKQe3TjQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Design Pattern Programming,1995,en,SE50,1
9781593278267,Serious Cryptography,A Practical Introduction to Modern Encryption,Jean-Philippe Aumasson,No Starch Press,http://books.google.com/books/content?id=hLcrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Security,2018,en,SE51,1
9783642041006,Understanding Cryptography,A Textbook for Students and Practitioners,"Christof Paar, Jan Pelzl",Springer Science & Business Media,http://books.google.com/books/content?id=f24wFELSzkoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Security,2010,en,SE52,1
9781593277505,Attacking Network Protocols,"A Hacker's Guide to Capture, Analysis, and Exploitation",James Forshaw,No Starch Press,http://books.google.com/books/content?id=kLgrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Security,2018,en,SE53,1
9781907117046,Bulletproof SSL and TLS,Understanding and Deploying SSL/TLS and PKI to Secure Servers and Web Applications,Ivan Ristic,Feisty Duck,http://books.google.com/books/content?id=fQOLBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Security,2017,en,SE54,1
978150444967,Hash Crack - Password Cracking Manual,Netmux,Joshua Picolet,Amazon Fulfillment,http://books.google.com/books/content?id=luonswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,SE,Security,2016,en,SE55,1
9780385495325,The Code Book: Science of Secrecy from Ancient Egypt to Quantum Cryptography,,Simon Singh,Anchor,,SE,Security,2000,en,SE56,1
9781593278229,Cracking Codes with Python,An Introduction to Building and Breaking Ciphers,Al Sweigart,No Starch Press,http://books.google.com/books/content?id=nrgrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Security,2018,en,SE57,1
9781484226032,Blockchain Basics,A Non-Technical Introduction in 25 Steps,Daniel Drescher,Apress,https://m.media-amazon.com/images/I/71FBsY7KDjL._AC_UY436_FMwebp_QL65_.jpg,SE,BlockChain,2017,en,SE58,1
9781523930470,Ethereum,"Blockchains, Digital Assets, Smart Contracts, Decentralized Autonomous Organizations",Henning Diedrich,Wildfire Publishing,https://m.media-amazon.com/images/I/31FiRMvGVnL._AC_UY436_FMwebp_QL65_.jpg,SE,BlockChain,2016,en,SE59,1
9780128094747,Introduction To Data Compression,,Khalid Sayood,Elsevier,https://m.media-amazon.com/images/I/51DGOG+QCpL._AC_UL872_FMwebp_QL65_.jpg,SE,Algorithmic Programming,2018,en,SE60,1
9781491961537,Understanding Compression,Data Compression for Modern Developers,"Colt McAnlis, Aleks Haecky","O'Reilly Media, Inc.",http://books.google.com/books/content?id=Ii6rDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Information Theory,2016,en,SE61,1
9781449319434,Regular Expressions Cookbook,,"Jan Goyvaerts, Steven Levithan","O'Reilly Media, Inc.",http://books.google.com/books/content?id=6k7IfACN_P8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Web Programming,2012,en,SE62,1
9780262033848,Introduction to Algorithms,Third Edition,Thomas H. Cormen,MIT Press,https://m.media-amazon.com/images/I/41-1VkO+1lL._AC_UY436_FMwebp_QL65_.jpg,SE,Algorithms & Math,2009,en,SE63,1
9780321605788,Agile Product Management with Scrum,Creating Products that Customers Love,Roman Pichler,Addison-Wesley Professional,http://books.google.com/books/content?id=aLSu0P0EojEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SE,Software Engineering,2010,en,SE64,1
